comment_urn,post_urn,ts,company,author,numLikes,lang,text,sentiment
6925485344117137409,6924815092773502976,2022-04-28 16:46:15,petsmart,515883811,0,English,"PetSmart  I live in Massachusetts and am unable to attend today’s event.  Is it possible to speak with a recruiter? I’ve applied before and nada! Thank you, Randi",-4.69
6925497479027191808,6924759374800322560,2022-04-28 17:34:28,albertsons,425665305,0,English,May God Bless You for caring for others,16.39
6925499372931555330,6922226539556216833,2022-04-28 17:42:00,conocophillips,993072095,0,English,Congratulations,38.4
6925514350078173184,6925473738599583745,2022-04-28 18:41:30,aflac,27429142,4,English,It's an honor to work with this company for many reasons.  Forbes' recognition for Aflac's efforts in the #DEI space illustrates one very important way in which this is an exemplary company.,5.69
6925523277016629248,6925081134011715585,2022-04-28 19:16:59,autozone,145362563,3,English,Proud to have the opportunity to collaborate with such a powerful and complete executive!,46.9
6925528071018061824,6925492809550438401,2022-04-28 19:36:02,autozone,421682007,1,English,Congratulations Amanda!  Thanks for sharing your passion!,41.09
6925531222844551169,6920778217100365824,2022-04-28 19:48:33,antheminc,3615443,0,English,"Could you please explain how you apply these principles when it comes to how you treat ""older employees?""

https://www.linkedin.com/posts/alexander-gerwer-32b2641_changing-business-name-may-have-little-impact-activity-6911019281023455232-lWeM?utm_source=linkedin_share&utm_medium=member_desktop_web",-0.2
6925536307230179328,6919280359616479233,2022-04-28 20:08:45,antheminc,132522369,0,Other,Sarah Rahman Rajiv Pramanik Leon Clark,0.0
6925543705118420992,6924771127508561920,2022-04-28 20:38:09,nordstrom,988615224,0,English,Is this for IT internships as well?,0.0
6925546384548859904,6925081134011715585,2022-04-28 20:48:48,autozone,41475629,1,English,Congratulations Michelle!,38.4
6925550021736022016,6922226539556216833,2022-04-28 21:03:15,conocophillips,59750934,1,English,"Great news and congrats to the teams, within ConocoPhillips, partners and stakeholders who have made this achievable !",8.5
6925551086028095489,6922701620321411072,2022-04-28 21:07:29,steelcase,106416408,2,Other,FANTASTIC initiative! 🌊💕,57.59
6925554107365605376,6917149340016721920,2022-04-28 21:19:29,antheminc,152586626,1,English,Really like the term cultural humility. Very impactful.,41.5
6925554282838528000,6925552678894714882,2022-04-28 21:20:11,jcpenney,15448058,1,Other,#jcpcares!,0.0
6925556957684633600,6925479499329392640,2022-04-28 21:30:49,cunamutualgroup,759323587,1,English,This session was thought provoking and very well done. Kudos to all involved! 👏🏻,17.0
6925558521698627584,6925527012845469696,2022-04-28 21:37:02,thrivent,167384546,1,English,"Thrivent, thank you for sharing my story with others! This means a lot me. I hope people find it inspiring. 😀 I’m fortunate to work with so many amazing people that I can call my friends and supporters.",13.89
6925575196816859136,6921837697472839681,2022-04-28 22:43:17,cunamutualgroup,26910535,1,English,"Way to go Gina, congratulations!",9.6
6925583857232556032,6925073896702435328,2022-04-28 23:17:42,novglobal,992813480,0,English,"Hellow 
From Pakistan",0.0
6925594496218849280,6925552678894714882,2022-04-28 23:59:59,jcpenney,190117271,2,English,Well deserved JCPENNEY!!! 💜💜💜,5.4
6925597644908040193,6925552678894714882,2022-04-29 00:12:29,jcpenney,8556664,3,English,I see you Geoffrey! Great job representing man,0.0
6925602778086014976,6925081134011715585,2022-04-29 00:32:53,autozone,724679701,1,Other,Muchas felicidades 🎉🎊,0.0
6925606010095054848,6924759374800322560,2022-04-29 00:45:44,albertsons,36958581,0,English,"Great job, Patty!",0.0
6925615410293727232,6925119378208301056,2022-04-29 01:23:05,albertsons,21825023,1,English,"Congrats, Rosita.  ",19.2
6925624321805627392,6921919428938862592,2022-04-29 01:58:30,aflac,942158535,0,English,Great Company,54.79
6925624344916230144,6925552678894714882,2022-04-29 01:58:35,jcpenney,582320954,1,English,Great to hear,0.0
6925628776479408128,6923274198966571008,2022-04-29 02:16:12,jcpenney,975691840,0,English,"We would love to consult on this endeavor, JCPenney",9.39
6925638580107182081,6917163182562164736,2022-04-29 02:55:09,jcpenney,112827294,0,English,"Right Man at the Right Time!
Still Penney Proud
Steve Giorgis 
JCPenney 1981 - 2000",35.59
6925642494340734976,6924751448933072896,2022-04-29 03:10:42,autozone,453553916,1,English,Get in the Zone!! 👏🏽👏🏽👏🏽,0.0
6925648005077381120,6923378918854983680,2022-04-29 03:32:36,albertsons,453826951,1,English,Nice job in helping those in need.,30.1
6925648601364779008,6925081134011715585,2022-04-29 03:34:58,autozone,16648316,1,English,Congratulations Michelle! We are all rooting for you.,24.0
6925649064382410752,6922924035626459137,2022-04-29 03:36:49,albertsons,453826951,0,Other,"Nice, Well done",43.9
6925654191940014081,6925557267794661377,2022-04-29 03:57:11,petsmart,18229232,0,English,We loved hearing from both!,23.29
6925656270444126208,6925081134011715585,2022-04-29 04:05:27,autozone,20743737,0,English,Hard earned! Congratulations.,19.2
6925664795480264704,6925119378208301056,2022-04-29 04:39:19,albertsons,512185358,1,English,Congratulations Rosita 🙏💎!!!,38.4
6925683041809965056,6923019597394698240,2022-04-29 05:51:50,antheminc,3615443,0,English,"If you don't have equity in the workplace, why should one believe that you are committed to equity for your members?

https://www.linkedin.com/feed/update/urn:li:activity:6920778217100365824?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6920778217100365824%2C6925531222844551169%29",0.5
6925685313625362432,6924750245134299136,2022-04-29 06:00:51,antheminc,3615443,1,English,"How about ensuring that your employees can be their authentic selves no matter their age?   Discrimination in access to care as well as in the workplace is not only about race, but also about age, gender, sexual orientation, country of origin, and religion:

https://www.linkedin.com/feed/update/urn:li:ugcPost:6923019519955283968?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6923019519955283968%2C6925683041809965056%29",1.0
6925697558082170880,6925352992435044352,2022-04-29 06:49:31,kennametal,571062114,3,French,nous vous invitons a venir nous rencontrer au salon du JEC stand E18 Hall 5 pour vous faire découvrir nos solutions pour usinage des matériaux composite,0.0
6925731945544908800,6924434000237252608,2022-04-29 09:06:09,nordstrom,957077015,1,Other,amazing talk!,76.8
6925766387785216000,6925111922451238912,2022-04-29 11:23:01,cunamutualgroup,41243126,0,English,"Lisa Hallmark is an absolute rock star! I am truly grateful for her, she is definitely the glue to our team!",3.2
6925772697935253504,6922228549798027266,2022-04-29 11:48:05,petsmart,6732813,1,English,"Tom, Nice to see you again after a long time!",0.0
6925776489334403072,6925174454050324481,2022-04-29 12:03:09,petsmart,16165509,0,English,What a fun montage.  Petsmart seems like a great workplace.,26.5
6925784717069799424,6925781887491747840,2022-04-29 12:35:51,jpmorgan,994607567,0,Other,Hi,38.4
6925786299429699584,6925781887491747840,2022-04-29 12:42:08,jpmorgan,19458968,1,Other,#ecommerce #payments #bnpl #jpmorgan Neha Wattas Jeremy Balkin,0.0
6925787828182286336,6922228549798027266,2022-04-29 12:48:13,petsmart,16702271,1,English,Great to see Tom Reiter's smiling face on my feed this morning.,9.1
6925796433556123648,6921837697472839681,2022-04-29 13:22:24,cunamutualgroup,155635919,1,English,Congratulations Gina!!!!,38.4
6925798146925096960,6920039403318870018,2022-04-29 13:29:13,albertsons,54647962,0,English,That is so amazing!!,38.4
6925799148172509184,6925552678894714882,2022-04-29 13:33:12,jcpenney,196922689,0,English,Good luck with,32.9
6925831116402671616,6925119378208301056,2022-04-29 15:40:13,albertsons,25400887,1,English,Congratulations Rosita!,38.4
6925835886735548416,6925081134011715585,2022-04-29 15:59:11,autozone,472042838,0,English,Congratulations!,38.4
6925840975533682689,6925073896702435328,2022-04-29 16:19:24,novglobal,866361466,0,Other,hi,38.4
6925844595880710145,6921837697472839681,2022-04-29 16:33:47,cunamutualgroup,8559457,1,English,Congratulations Gina!  Much deserved!,19.2
6925845351912382464,6919280359616479233,2022-04-29 16:36:47,antheminc,29578146,2,English,Hello - Is there a replay of this event for those who missed the live event?,0.0
6925846783482871809,6925845330114596864,2022-04-29 16:42:29,albertsons,35595924,1,English,Congratulations Emmet.,
6925847693764308992,6925119378208301056,2022-04-29 16:46:06,albertsons,13659777,1,English,"Congrats to all of the ACI graduates! You all did great. 
Rosita didn't disappoint and is now heading to San Antonio to present her capstone with her team. #SoCalProud!",8.0
6925851201649475585,6925848612916645888,2022-04-29 17:00:02,steelcase,41070754,2,English,Was this article written by a cubicle?,0.0
6925851516960468992,6925845330114596864,2022-04-29 17:01:17,albertsons,130542931,2,English,Congratulations,38.4
6925852073108398080,6925557267794661377,2022-04-29 17:03:30,petsmart,645616033,0,English,Great to see PetSmart's leaders down in Tucson engaing with the University of Arizona! Bear Down! Go Cats!,2.09
6925852318848491520,6922967270361100288,2022-04-29 17:04:28,kennametal,56515494,2,English,Fantastic example of how we're applying additive solutions to help our customers do what they do - better. Great work team!,44.59
6925857008222900224,6925073896702435328,2022-04-29 17:23:06,novglobal,197524845,0,English,"Hi, from Algeria",19.2
6925858965939503104,6925856467535228928,2022-04-29 17:30:53,cunamutualgroup,21090027,2,English,Powerful panel and commentary by Alex!,18.29
6925861006824943617,6925845330114596864,2022-04-29 17:39:00,albertsons,854518071,0,Other,Inspiring,76.8
6925861076748185601,6924725909023330304,2022-04-29 17:39:16,ecolab,37996393,0,English,Great message Kenneth…enjoyed working site surveys with you this week.,28.29
6925861383070740480,6917149340016721920,2022-04-29 17:40:30,antheminc,518198,0,English,"Any discussion on health disparity is a good discussion. It starts with acknowledging a fact that is plain and simple -- people of color are disproportionately mistreated in healthcare. Our biases need to be exposed and examined, and shout out to Anthem for having that courageous conversation!",-3.09
6925862541436870656,6925845330114596864,2022-04-29 17:45:06,albertsons,413619096,1,English,"Congratulations, Emmet!!!! Very proud of you! ",27.1
6925868404235022336,6925845330114596864,2022-04-29 18:08:23,albertsons,14386240,1,English,Congrats!,38.4
6925870373343297537,6925845330114596864,2022-04-29 18:16:13,albertsons,23806465,0,English,Way to go Emmet. Big job and you'll do great.,-26.39
6925874988906409986,6925845330114596864,2022-04-29 18:34:33,albertsons,5692632,3,English,Congratulations,38.4
6925882734821191681,6925856467535228928,2022-04-29 19:05:20,cunamutualgroup,21998945,5,English,"An honor to be on the panel with Alex, Cindy, and Ranell, and facilitated by Noah. Alex's passion, vision, and leadership were as clear and inspiring as always.",5.0
6925885126006476800,6925081134011715585,2022-04-29 19:14:50,autozone,34379672,0,English,Congratulations !! 🎉,19.2
6925904561832419328,6925845330114596864,2022-04-29 20:32:04,albertsons,52059345,1,English,Congrats Emmet!  Well deserved.,27.39
6925906531095900160,6925902188074471424,2022-04-29 20:39:54,antheminc,73517589,0,English,Congratulations!!!,38.4
6925907108794163200,6925845330114596864,2022-04-29 20:42:11,albertsons,167571635,0,English,Congrats to Emmet!! Well deserved,17.79
6925907972594294784,6924759374800322560,2022-04-29 20:45:37,albertsons,167317967,0,English,"The store in Boise at Five Mile and Ustick is in need of help, the area has become unsafe.  Refugees and illegals from the apartments are trashing the parking lot and store.  Managers have told me they are not safe anymore.  We will no longer shop in this store.",-23.0
6925908461679493120,6925902188074471424,2022-04-29 20:47:34,antheminc,4167847,0,English,Congratulations!,38.4
6925908983538995200,6925845330114596864,2022-04-29 20:49:38,albertsons,417972918,1,English,Congratulations!,38.4
6925912503679934464,6925902188074471424,2022-04-29 21:03:38,antheminc,12449651,0,English,Congratulations!!,38.4
6925913389630205952,6925902188074471424,2022-04-29 21:07:09,antheminc,142714226,0,English,Congratulations,38.4
6925917100670685184,6925902188074471424,2022-04-29 21:21:54,antheminc,924892053,0,English,Congratulations!,38.4
6925919657522581504,6925845330114596864,2022-04-29 21:32:03,albertsons,2349615,1,English,Congratulations Emmet!!,38.4
6925919686618492928,6925902188074471424,2022-04-29 21:32:10,antheminc,87684646,0,English,Congrats Anil!,38.4
6925920408294608896,6925845330114596864,2022-04-29 21:35:02,albertsons,327374408,3,English,Congratulations,38.4
6925921261655113728,6925845330114596864,2022-04-29 21:38:26,albertsons,47941064,2,English,Congrats Emmet!,38.4
6925922276781535232,6925902188074471424,2022-04-29 21:42:28,antheminc,2156337,0,English,Congratulations!,38.4
6925923814769917952,6925845330114596864,2022-04-29 21:48:34,albertsons,153238215,1,English,Congratulations,38.4
6925923963445420032,6925902188074471424,2022-04-29 21:49:10,antheminc,119156199,0,English,Congratulations,38.4
6925925595310690304,6925902188074471424,2022-04-29 21:55:39,antheminc,21926438,0,English,Congrats Anil,19.2
6925926100984315904,6925902188074471424,2022-04-29 21:57:39,antheminc,11743903,0,English,Congrats Anil,19.2
6925928273277313024,6925902188074471424,2022-04-29 22:06:17,antheminc,30479441,0,English,CONGRATULATIONS!!!,38.4
6925933611040858113,6925902188074471424,2022-04-29 22:27:30,antheminc,40537980,0,English,Congratulations Anil,19.2
6925934175497703424,6925902188074471424,2022-04-29 22:29:45,antheminc,364303846,0,English,Congratulations 🙏,38.4
6925946459737505792,6925845330114596864,2022-04-29 23:18:33,albertsons,265641397,1,English,I'll miss bumping into you at the Shorewood store.,-33.5
6925949367770116096,6925902188074471424,2022-04-29 23:30:07,antheminc,20582468,0,English,Congratulations Anil!!!!,38.4
6925950536018014208,6925902188074471424,2022-04-29 23:34:45,antheminc,12356313,0,Other,Congrat!,0.0
6925950592725000192,6925902188074471424,2022-04-29 23:34:59,antheminc,78487581,0,English,Congratulations!,38.4
6925955766554177536,6925902188074471424,2022-04-29 23:55:32,antheminc,12437123,0,English,Congratulations!,38.4
6925955910133575681,6925845330114596864,2022-04-29 23:56:07,albertsons,273429930,1,English,Congratulations Emmet!  Great to see a store in my area show up on the feed!,19.2
6925957670873030656,6925902188074471424,2022-04-30 00:03:06,antheminc,181896405,0,Other,Well deserved!,16.39
6925958234189041664,6925902188074471424,2022-04-30 00:05:21,antheminc,14826756,0,English,Congrats Anil,19.2
6925962503482994688,6925845330114596864,2022-04-30 00:22:18,albertsons,220055392,0,English,That's awesome!! Congrats!!,38.4
6925971267426680832,6925902188074471424,2022-04-30 00:57:08,antheminc,120881636,0,English,Congratulations Anil!,38.4
6925972320582840320,6925902188074471424,2022-04-30 01:01:19,antheminc,74420428,0,English,Congratulations Anil ,19.2
6925976028146270208,6925845330114596864,2022-04-30 01:16:03,albertsons,407040087,2,English,Congrats!,38.4
6925977086759247872,6925845330114596864,2022-04-30 01:20:15,albertsons,189759723,1,English,Congratulations! Excited to see the store grow with you.,23.0
6925988640552620032,6925902188074471424,2022-04-30 02:06:10,antheminc,60719847,0,English,Congratulations Anil,19.2
6925989436732162048,6925845330114596864,2022-04-30 02:09:20,albertsons,284493473,1,English,Congratulations!  Best of luck to you!!,28.79
6925995326260613120,6924759374800322560,2022-04-30 02:32:44,albertsons,113407334,1,Other,Nice job Patty!!,54.79
6926000484629585920,6925902188074471424,2022-04-30 02:53:14,antheminc,174128304,0,English,Congrats anil,19.2
6926001707441147904,6925902188074471424,2022-04-30 02:58:05,antheminc,339963137,0,English,Congratulations Anil!,38.4
6926014913236664320,6925845330114596864,2022-04-30 03:50:34,albertsons,123219959,0,English,Congratulations Emmet! Looking forward to seeing you in your store! 😊👍👏,12.8
6926016834848653312,6925902188074471424,2022-04-30 03:58:12,antheminc,42668425,0,English,Congratulations Anil,19.2
6926019106517266432,6923378918854983680,2022-04-30 04:07:14,albertsons,60500275,1,English,Thanks for supporting your community!,34.7
6926024221307412480,6925119378208301056,2022-04-30 04:27:33,albertsons,220687501,0,Other,Well Done!,16.39
6926025833262309376,6918322604504154112,2022-04-30 04:33:57,autozone,726068096,0,English,"That's is awesome ! That would be awesome if you can recruit some kids from an  auto shop class, they would already have a head start on Auto parts training 😉",14.3
6926034883492425728,6925119378208301056,2022-04-30 05:09:55,albertsons,22325166,0,English,"Congratulations Rosita! Your presentation was impressive, well done!",33.79
6926038105527373824,6925845330114596864,2022-04-30 05:22:43,albertsons,373470785,0,English,Congratulations Emnet!,38.4
6926039860944261120,6925902188074471424,2022-04-30 05:29:42,antheminc,53379089,0,English,Congratulations Anil,19.2
6926044187826028544,6925902188074471424,2022-04-30 05:46:54,antheminc,241844805,0,English,Congratulations ,38.4
6926062394200780800,6925845330114596864,2022-04-30 06:59:14,albertsons,156293961,0,English,Congratulations 🎈🎉🎊🍾 on the knew role with Albertsons. Thanks for the hardwork.,20.29
6926118112794746880,6922914691786686464,2022-04-30 10:40:39,autozone,536474845,0,English,Whew! I love the dynamic slotting.. let’s get area 5 done the same way!!!,4.5
6926120706501976065,6925781887491747840,2022-04-30 10:50:57,jpmorgan,114614868,1,English,"So your intention is to encourage the habit of indebtedness in young people, based on the fact that they do not have a stable way of life and thus be able to take advantage of the commissions for interest on their debts. Sounds ethical and promising.",9.3
6926121459698311168,6925902188074471424,2022-04-30 10:53:57,antheminc,59819085,0,English,Congratulations Anil,19.2
6926123129282912256,6925902188074471424,2022-04-30 11:00:35,antheminc,268096742,0,English,Congrats,38.4
6926125446912757760,6925845330114596864,2022-04-30 11:09:47,albertsons,76933836,0,English,Congrats,38.4
6926139301688721408,6925845330114596864,2022-04-30 12:04:50,albertsons,55812799,0,English,Congrats,38.4
6926142810068844544,6925856467535228928,2022-04-30 12:18:47,cunamutualgroup,8319409,1,English,Such a pleasure being on this panel with you    You are doing great work,14.39
6926143797403803648,6925845330114596864,2022-04-30 12:22:42,albertsons,558530177,0,English,Congratulations,38.4
6926144638030397440,6921837697472839681,2022-04-30 12:26:03,cunamutualgroup,20794015,0,English,Awesome - congrats! 🤩,28.79
6926150062414721024,6925902188074471424,2022-04-30 12:47:36,antheminc,354816786,0,English,Congratulations!!,38.4
6926152492950986752,6925902188074471424,2022-04-30 12:57:16,antheminc,25984443,0,English,Congratulations 🎉 ,38.4
6926159569312264193,6925845330114596864,2022-04-30 13:25:23,albertsons,351461644,0,English,Congratulations Emmet !!!!,38.4
6926172431225151488,6925552678894714882,2022-04-30 14:16:29,jcpenney,78749000,0,English,"Great job, Geoffrey!",0.0
6926172721252827136,6925552678894714882,2022-04-30 14:17:38,jcpenney,735856814,0,Other,Inspiring,76.8
6926172859383910400,6925552678894714882,2022-04-30 14:18:11,jcpenney,25084279,0,English,"Congrats Geoffrey! ❤️
#JCPCares",12.8
6926175109896441856,6925902188074471424,2022-04-30 14:27:08,antheminc,14054701,0,English,Congratulations Anil,19.2
6926179015225458688,6925902188074471424,2022-04-30 14:42:39,antheminc,23077391,0,English,Congratulations!,38.4
6926180042708254720,6926175882793431040,2022-04-30 14:46:44,jpmorgan,128608729,0,English,Go for it !! ,0.0
6926180851923767296,6925902188074471424,2022-04-30 14:49:57,antheminc,25370129,0,English,Congratulations Anil…,38.4
6926182944776609792,6926175882793431040,2022-04-30 14:58:16,jpmorgan,174244552,0,English,Can’t wait!,38.4
6926186823375364098,6925902188074471424,2022-04-30 15:13:41,antheminc,5664686,0,English,Congratulations Anil .,38.4
6926187138241691648,6926175882793431040,2022-04-30 15:14:56,jpmorgan,367214767,1,English,It’s back! Juan Manuel Alfonzo,0.0
6926194597245145088,6925473738599583745,2022-04-30 15:44:34,aflac,988079292,2,English,Aflac leads the way!,0.0
6926195658580250624,6926175882793431040,2022-04-30 15:48:47,jpmorgan,23075083,3,English,Looking forward to a great event in DFW!,25.6
6926199910081970176,6926175882793431040,2022-04-30 16:05:41,jpmorgan,52862924,0,English,Can’t wait!,38.4
6926201399001133056,6926175882793431040,2022-04-30 16:11:36,jpmorgan,963568601,0,Other,Amazing!👏🏽👏🏽👏🏽,38.4
6926203287616593920,6926175882793431040,2022-04-30 16:19:06,jpmorgan,86092364,1,Other,"Paula Lipnick, MBA, PMP, PSM Yes?",6.3
6926204550286647296,6925902188074471424,2022-04-30 16:24:07,antheminc,35499079,0,English,Congratulations ! ,38.4
6926219682366570496,6925902188074471424,2022-04-30 17:24:15,antheminc,75050117,0,English,Congrats Anil.,38.4
6926225751771951104,6926216924930453504,2022-04-30 17:48:22,autozone,524735684,1,English,Thank you for all you do!,7.59
6926226536203255808,6919285273264611328,2022-04-30 17:51:29,albertsons,474038280,0,English,Congratulations Cullen and the entire team!!!!!!,
6926229642076987392,6925845330114596864,2022-04-30 18:03:49,albertsons,107439743,0,English,"Great work, Emmet. Thanks for all your support at Shorewood. Good luck as store director. ",37.79
6926239269623664640,6926216924930453504,2022-04-30 18:42:05,autozone,150259836,3,Other,Nice,54.79
6926247095611912192,6925902188074471424,2022-04-30 19:13:11,antheminc,64415436,0,English,Congrats Anil !!,38.4
6926249594142031872,6925878547752370176,2022-04-30 19:23:06,nordstrom,119057128,2,English,Nordstrom I have witnessed your commitment to this cause first hand & that’s why you continue to have me as a customer!! 🥳,2.59
6926251271528071168,6925902188074471424,2022-04-30 19:29:46,antheminc,45289129,0,English,Congratulations Anil,19.2
6926259258506313728,6925902188074471424,2022-04-30 20:01:30,antheminc,6177490,0,English,Congrats,38.4
6926259930609926144,6926175882793431040,2022-04-30 20:04:11,jpmorgan,514625129,0,English,Chris Davey I’ll see you there,0.0
6926264508269142016,6925552678894714882,2022-04-30 20:22:22,jcpenney,707534196,1,English,Bravo 👏👏👏Awesome share 😊❤️,21.89
6926268607526027264,6925902188074471424,2022-04-30 20:38:39,antheminc,76002787,0,English,Congrats,38.4
6926280309701316608,6925902188074471424,2022-04-30 21:25:09,antheminc,123743655,0,English,Congratulations! ,38.4
6926280439443705856,6925902188074471424,2022-04-30 21:25:40,antheminc,48246298,0,English,Congratulations! ,38.4
6926283773428858880,6925845330114596864,2022-04-30 21:38:55,albertsons,554733852,0,English,Congratulations emmet,19.2
6926285407689039872,6926175882793431040,2022-04-30 21:45:25,jpmorgan,982442410,0,English,Sharing the best. ,27.39
6926287953962954752,6925902188074471424,2022-04-30 21:55:32,antheminc,2909456,0,English,Congratulations Anil,19.2
6926290344011595776,6925902188074471424,2022-04-30 22:05:02,antheminc,10474509,0,English,Congrats Anil,19.2
6926290462702018560,6925119378208301056,2022-04-30 22:05:30,albertsons,371654846,0,English,Congratulations Rosita!,38.4
6926291175112941568,6925845330114596864,2022-04-30 22:08:20,albertsons,88502653,0,English,Congratulations,38.4
6926294753344937984,6925552678894714882,2022-04-30 22:22:33,jcpenney,358838323,0,English,Congrats,38.4
6926307181206155264,6926216924930453504,2022-04-30 23:11:56,autozone,29567244,1,English,AutoZone drivers are thr best!,21.89
6926311765785927680,6925902188074471424,2022-04-30 23:30:09,antheminc,387489958,0,English,Congratulations Anil,19.2
6926315976556728320,6926175882793431040,2022-04-30 23:46:53,jpmorgan,20971449,1,English,Excited to lace up my running shoes for this event!,9.6
6926329809035825152,6925902188074471424,2022-05-01 00:41:51,antheminc,11745597,0,English,Congratulations Anil !!!,38.4
6926335258804068352,6925073896702435328,2022-05-01 01:03:30,novglobal,229114153,0,English,"Hello everyone 
l from thailand.",
6926353926556459008,6925902188074471424,2022-05-01 02:17:41,antheminc,2865169,0,English,Congratulations Anil,19.2
6926386819194400768,6925902188074471424,2022-05-01 04:28:23,antheminc,48844004,0,English,Congrats Anil !!!,38.4
6926398726794014720,6925902188074471424,2022-05-01 05:15:42,antheminc,21852420,0,English,Congratulations,38.4
6926403338477465600,6925845330114596864,2022-05-01 05:34:02,albertsons,752212685,0,English,Congratulations,38.4
6926464828551180288,6925902188074471424,2022-05-01 09:38:22,antheminc,205561945,0,English,Congratulations!!!,38.4
6926492667799379968,6924434000237252608,2022-05-01 11:29:00,nordstrom,141337714,0,English,Jessica Alba  glad I got to meet you in Hawaii at Nordstrom.  👍🏼👍🏼,0.0
6926493637300097024,6925073896702435328,2022-05-01 11:32:51,novglobal,518865550,0,Other,hi,38.4
6926493666249162752,6925073896702435328,2022-05-01 11:32:58,novglobal,518865550,0,English,what's up,16.39
6926498164992589824,6925902188074471424,2022-05-01 11:50:50,antheminc,147476548,0,English,Congratulations Anil,19.2
6926536442953261056,6926526906712375296,2022-05-01 14:22:56,staples,105460956,6,English,Smartest guy ever. Too bad the company lost such a great man!!  RIP!!,-5.59
6926560389165924352,6924750245134299136,2022-05-01 15:58:06,antheminc,610936442,0,English,Important information regarding the future of healthcare!,0.0
6926562814622928896,6925902188074471424,2022-05-01 16:07:44,antheminc,74310121,0,English,Congrats Anil!,38.4
6926565501548584960,6926526906712375296,2022-05-01 16:18:24,staples,5088862,19,English,"He created value for so many, remarkable leader and visionary who transformed an industry.  He always made time for his team members, and had a remarkable memory.  He never missed a name or the details of his people.",21.7
6926569819098005504,6921837697472839681,2022-05-01 16:35:34,cunamutualgroup,566637325,1,English,"Congratulations, Gina!",19.2
6926575872636280832,6926526906712375296,2022-05-01 16:59:37,staples,45257350,4,English,Tom Stemberg was a true pioneer building an international brand with Staples.,26.29
6926593058083905536,6926526906712375296,2022-05-01 18:07:54,staples,100636190,0,English,"Hi！Tom,
    You are an excellent Executive, and you are missed !
     Hopefully your business models will be back on the prosperous tracks .
       Lovely nostalgic memories .",6.4
6926596428693745664,6925845330114596864,2022-05-01 18:21:18,albertsons,209740993,0,Other,Well deserved!!,16.39
6926620952134852608,6926526906712375296,2022-05-01 19:58:45,staples,15599395,0,English,Staples?  You said he needed a typewriter ribbon.,0.0
6926673113585790976,6924434000237252608,2022-05-01 23:26:01,nordstrom,13131030,0,Other,Great episode,76.8
6926674571001569280,6926526906712375296,2022-05-01 23:31:49,staples,471740,2,English,Was there a car show?,21.89
6926682359421444097,6925902188074471424,2022-05-02 00:02:46,antheminc,253562789,0,English,Congratulations 🎊,38.4
6926688297268236288,6921917551316770816,2022-05-02 00:26:21,conocophillips,44790037,1,English,"Landed on Q in August 1978 and was able to visit all platforms, etc except Tor, 36/22, and Emden. Wild experience from age 23 - 26...then off to Alaska!",-4.09
6926704521289109504,6925845330114596864,2022-05-02 01:30:49,albertsons,166603182,0,English,Awesome news. Congratulations Emmet!,46.59
6926714753155264512,6926526906712375296,2022-05-02 02:11:29,staples,11483522,10,English,"Tom was an amazing visionary, leader and innovator.  He built a special company and launched a retail category.  We all miss him.",12.6
6926722911789617152,6925902188074471424,2022-05-02 02:43:54,antheminc,28148,0,Other,WOW!,38.4
6926737336592449536,6925532352588734464,2022-05-02 03:41:13,staples,191486584,0,English,"Yes indeed❣️ Come check us out at Staples Store #0028; Kenwood, Cincinnati, Ohio 45236.",1.7
6926743175441125376,6922226539556216833,2022-05-02 04:04:25,conocophillips,251376910,0,Other,80 years! Waw,0.0
6926743228322897920,6925902188074471424,2022-05-02 04:04:38,antheminc,14866735,0,English,Congratulations!!!,38.4
6926755747531743232,6925552678894714882,2022-05-02 04:54:23,jcpenney,790045328,0,English,Great work. Thanks JCPENNEY,71.3
6926805955158384640,6922924035626459137,2022-05-02 08:13:53,albertsons,34457415,0,Other,Inspiring!,76.8
6926812989132062720,6925552678894714882,2022-05-02 08:41:50,jcpenney,33426176,0,Other,👏,0.0
6926839360214478848,6925902188074471424,2022-05-02 10:26:37,antheminc,650092388,0,English,Congratulations Anil,19.2
6926854419724578816,6926526906712375296,2022-05-02 11:26:28,staples,42533506,2,English,I was privileged to work for Staples from 1997-2005 in Framingham. What a great experience. Tom was a visionary. I remember those great Founder’s Day celebrations well. The company did a great job recognizing their associate’s contributions.,20.2
6926857457021415425,6925073896702435328,2022-05-02 11:38:32,novglobal,524062266,0,English,"Wow that’s great , but why did NOV finish all shop floor workers at Gateshead???",1.5
6926862672726523904,6925119378208301056,2022-05-02 11:59:16,albertsons,62596515,0,English,Congratulations!,38.4
6926869401736503296,6926526906712375296,2022-05-02 12:26:00,staples,21277841,0,English,Interesting story. Thanks.,49.4
6926881171784028160,6925902188074471424,2022-05-02 13:12:46,antheminc,6486383,0,English,Congratulations Anil!,38.4
6926886925152743425,6926526906712375296,2022-05-02 13:35:38,staples,33325711,1,English,"Tom would roll over in his grave if he saw what the Coke guy did to his company.  From a grocery dude to a real market builder.  He's been gone for several years now, but his energy and drive if not forgotten by some of us.",19.29
6926887094460051456,6925445878694518784,2022-05-02 13:36:18,ecolab,60607208,6,English,"Thank you for all of the work you do to make a positive impact in safety. Well done, Kamitha!",7.69
